阿爸	aaba
内胎	nztl
内调	nztc
内退	nztv
内设	nzue
内伤	nzuh
鸟为食亡	nwuw
内招	nzvk
内债	nzvl
内政	nzvg
内置	nzvi
内战	nzvj
内装	nzvd
内中	nzvs
逆我者亡	nwvw
哪位	nzw
内外	nzwl
内文	nzwf
内网	nzwh
内务	nzwu
那位	nzwz
内心	nzx
内心	nzxn
内省	nzxy
内向	nzxd
内线	nzxm
内销	nzxc
哪些	nzxx
内秀	nzxq
内需	nzxu
内衣	nzy
内因	nzyn
哪样	nzyh
内衣	nzyi
内应	nzyy
宁为玉碎	nwys
内蕴	nzyp
内在	nzz
内在	nzzl
内脏	nzzh
内阻	nzzu
闹笑话	nxh
宁夏回族自治区	nxhq
恼羞成怒	nxin
纽西兰	nxl
难兄难弟	nxnd
怒形于色	nxys
弄虚作假	nxzj
捏一把汗	nybh
南辕北辙	nybv
奴颜婢膝	nybx
匿影藏形	nycx
哪一个	nyg
年逾古稀	nygx
鸟语花香	nyhx
弄月嘲风	nyif
奴颜媚骨	nymg
讷言敏行	nymx
能言善辩	nyub
难于上青天	nyut
难以置信	nyvx
难言之隐	nyvy
内忧外患	nywh
难以为继	nywj
男子汉	nzh
牛仔裤	nzk
男尊女卑	nznb
男左女右	nzny
农作物	nzw
念兹在兹	nzzz
藕断丝连	odsl
欧共体	ogt
欧佩克	opk
偶然性	orx
殴打	ouda
偶得	oude
殴斗	oudb
偶尔	oue
偶尔	ouer
藕粉	ouf
偶发	oufa
藕粉	ouff
偶犯	oufj
讴歌	ouge
偶感	ougj
耦合	ouhe
偶或	ouho
欧化	ouhw
藕节	oujx
欧陆	oulu
欧盟	oum
欧盟	oumg
欧姆	oumu
欧美	oumz
藕片	oupm
呕气	ouq
怄气	ouqi
偶然	ourj
藕色	ouse
藕丝	ousi
呕吐	out
呕吐	outu
偶数	ouu
殴伤	ouuh
欧式	ouui
偶数	ouuu
欧洲	ouv
欧洲	ouvb
欧文	ouwf
偶像	ouxd
呕血	ouxt
欧亚	ouya
欧阳	ouyh
欧元	ouyr
偶遇	ouyu
呕心沥血	oxlx
偶一为之	oywv
爬到	pad
啪嗒	pada
爬到	padk
拍案而起	paeq
爬过	pag
爬过	pago
怕黑	pah
爬灰	pahv
怕黑	pahz
爬虫	pai
爬虫	pais
拍案叫绝	pajj
怕苦	paku
啪啦	pala
怕累	palz
爬楼	palb
怕你	pan
怕你	pani
怕难	panj
怕怕	pap
啪啪	papa
爬坡	papo
爬起	paq
爬起	paqi
爬墙	paqd
扒窃	paqx
怕人	par
怕人	parf
怕死	pas
怕死	pasi
怕他	pat
怕他	pata
怕是	pau
爬上	pauh
怕事	paui
爬山	pauj
爬树	pauu
扒手	paub
趴着	pave
平安无事	pawu
爬行	paxy
怕羞	paxq
趴下	paxw
怕痒	pay
怕痒	payh
趴在	pazl
耙子	pazi
疲惫不堪	pbbk
拼搏	pnbo
拼凑	pnc
频次	pnci
颦蹙	pncu
拼凑	pncb
频道	pnd
频道	pndk
品德	pnde
频段	pndr
频度	pndu
迫不得已	pbdy
贫乏	pnfa
频繁	pnfj
贫富	pnfu
嫔妃	pnfz
皮包骨	pbg
品格	pnge
贫寒	pnh
拼合	pnhe
贫寒	pnhj
品尝	pni
品茶	pnia
拼成	pnig
品尝	pnih
拍板成交	pbij
频传	pnir
品出	pniu
贫瘠	pnj
拼劲	pnjn
迫不及待	pbjd
贫瘠	pnji
贫病交加	pbjj
贫贱	pnjm
拼接	pnjx
姘居	pnju
贫矿	pnkd
频宽	pnkr
贫苦	pnku
贫困	pnkp
频率	pnl
拼了	pnle
聘礼	pnli
频率	pnlv
品类	pnlz
贫民	pnmn
品貌	pnmk
频密	pnmi
拼命	pnmy
贫农	pnns
品牌	pnp
频频	pnpn
品牌	pnpl
拼盘	pnpj
品评	pnpy
频谱	pnpu
贫穷	pnq
聘期	pnqi
聘请	pnqy
拼抢	pnqd
贫穷	pnqs
平步青云	pbqy
聘任	pnr
聘任	pnrf
拼死	pns
贫僧	pnsg
拼死	pnsi
拼图	pnt
拼贴	pntx
拼图	pntu
姘头	pntb
赔不是	pbu
拼杀	pnua
蓬荜生辉	pbuh
聘书	pnuu
品质	pnvi
拼装	pnvd
品种	pnvs
品味	pnw
平白无故	pbwg
品味	pnwz
普遍性	pbx
品行	pnxy
品相	pnxd
频现	pnxm
拼写	pnxx
贫血	pnxt
拼音	pny
拼音	pnyn
喷薄欲出	pbyi
聘用	pnys
聘约	pnyt
贫油	pnyb
贫嘴	pnz
拼字	pnzi
贫嘴	pnzv
泡吧	pkba
炮兵	pkby
跑遍	pkbm
跑表	pkbc
跑步	pkbu
泡菜	pkc
泡菜	pkcl
跑道	pkdk
炮弹	pkdj
跑调	pkdc
跑丢	pkdq
跑动	pkds
泡饭	pkfj
袍哥	pkge
刨根	pkgf
抛光	pkgd
炮管	pkgr
炮火	pkho
炮轰	pkhs
抛出	pki
泡茶	pkia
跑车	pkie
抛出	pkiu
跑进	pkj
跑进	pkjn
炮击	pkji
炮舰	pkjm
泡脚	pkjc
泡酒	pkjq
抛开	pkkl
刨坑	pkkg
抛空	pkks
炮口	pkkb
跑了	pkl
跑啦	pkla
跑来	pkll
抛了	pkle
抛离	pkli
炮烙	pklo
跑路	pklu
跑垒	pklz
炮楼	pklb
泡沫	pkm
跑马	pkma
抛锚	pkmk
泡面	pkmm
泡沫	pkmo
泡妞	pkn
泡妞	pknq
泡泡	pkpk
抛盘	pkpj
抛票	pkpc
抛弃	pkqi
跑圈	pkqr
抛却	pkqt
跑去	pkqu
抛入	pkr
抛入	pkru
抛洒	pks
抛洒	pksa
泡汤	pkt
炮塔	pkta
炮台	pktl
泡汤	pkth
跑题	pkti
炮艇	pkty
跑跳	pktc
刨土	pktu
跑腿	pktv
抛投	pktb
抛售	pku
炮身	pkuf
炮声	pkug
泡上	pkuh
泡水	pkuv
抛售	pkub
炮制	pkv
跑着	pkve
疱疹	pkvf
炮仗	pkvh
炮制	pkvi
炮战	pkvj
泡状	pkvd
抛砖	pkvr
炮竹	pkvu
泡网	pkwh
抛物	pkwu
抛下	pkx
剖析	pkxi
抛向	pkxd
咆哮	pkxc
跑鞋	pkxx
抛下	pkxw
泡影	pky
炮眼	pkyj
泡影	pkyy
泡澡	pkzk
泡在	pkzl
袍子	pkzi
拍案	plan
排版	plb
排比	plbi
排版	plbj
派兵	plby
牌匾	plbm
派别	plbx
排布	plbu
拍打	plda
派到	pldk
拍档	pldh
排定	pldy
排毒	pldu
排队	pldv
派发	plfa
排放	plfh
派赴	plfu
排骨	plg
排骨	plgu
派给	plgz
排行	plh
排行	plhh
徘徊	plhy
派活	plho
排查	plia
派车	plie
排成	plig
排场	plih
排斥	plii
排除	pliu
派出	pliu
排挤	plj
排挤	plji
庖丁解牛	pdjn
排解	pljx
牌九	pljq
牌局	plju
牌价	pljw
派军	pljp
派克	plke
派款	plkr
排空	plks
排列	pll
派来	plll
排量	plld
排练	pllm
排列	pllx
排卵	pllr
排雷	pllz
牌楼	pllb
排名	plm
拍卖	plml
拍门	plmf
牌迷	plmi
排名	plmy
牌面	plmm
排尿	pln
排尿	plnc
排炮	plpk
拍拍	plpl
屁颠屁颠	pdpd
拍片	plpm
派遣	plq
排气	plqi
派遣	plqm
排球	plqq
派去	plqu
派人	plrf
排入	plru
派送	pls
派送	plss
派头	plt
排他	plta
拍拖	plto
派头	pltb
排水	plu
拍摄	plue
派生	plug
排水	pluv
派谁	pluz
拍手	plub
拍照	plv
拍照	plvk
排着	plve
牌证	plvg
排长	plvh
牌桌	plvo
拍砖	plvr
派驻	plvu
普度众生	pdvu
排位	plw
排外	plwl
派往	plwh
拍完	plwj
平淡无奇	pdwq
排污	plwu
排位	plwz
排序	plx
拍戏	plxi
排险	plxm
排泄	plxx
排序	plxu
拍下	plxw
排忧	ply
排印	plyn
排演	plyj
派员	plyr
排忧	plyb
排在	plzl
牌子	plzi
喷薄	pfbo
盆地	pfdi
捧腹大笑	pfdx
喷发	pff
喷发	pffa
喷饭	pffj
喷灌	pfg
喷灌	pfgr
喷火	pfh
喷火	pfho
蚍蜉撼树	pfhu
喷绘	pfhv
盆花	pfhw
喷出	pfi
喷出	pfiu
破釜沉舟	pfiv
盆景	pfj
盆景	pfjy
喷浆	pfjd
喷溅	pfjm
平方米	pfm
泼妇骂街	pfmj
喷墨	pfmo
喷泉	pfq
喷气	pfqi
盆腔	pfqd
喷泉	pfqr
平分秋色	pfqs
喷入	pfru
喷洒	pfs
喷洒	pfsa
喷嚏	pft
喷嚏	pfti
喷涂	pftu
喷头	pftb
喷射	pfu
喷砂	pfua
喷射	pfue
喷上	pfuh
喷水	pfuv
喷着	pfve
颇费周折	pfvv
平反昭雪	pfvx
匹夫之勇	pfvy
喷雾	pfw
喷雾	pfwu
喷香	pfxd
喷泻	pfxx
喷血	pfxt
喷药	pfyk
喷涌	pfys
盆浴	pfyu
票贩子	pfz
盆栽	pfzl
盆子	pfzi
喷嘴	pfzv
碰壁	pgb
碰壁	pgbi
蓬勃	pgbo
捧杯	pgbz
盘根错节	pgcj
碰到	pgdk
朋党	pgdh
碰掉	pgdc
碰翻	pgfj
捧腹	pgfu
捧哏	pggf
碰坏	pghy
澎湖	pghu
膨化	pghw
鹏城	pgig
捧场	pgih
碰触	pgiu
碰见	pgj
抨击	pgji
碰见	pgjm
捧角	pgjt
棚架	pgjw
朋克	pgke
蓬莱	pgl
披肝沥胆	pgld
棚里	pgli
碰落	pglo
蓬乱	pglr
蓬门	pgmf
碰面	pgmm
屁滚尿流	pgnl
棚内	pgnz
碰碰	pgp
澎湃	pgpl
碰碰	pgpg
破罐破摔	pgpu
碰巧	pgq
捧起	pgqi
碰巧	pgqc
烹饪	pgr
烹饪	pgrf
怦然	pgrj
蓬茸	pgrs
蓬松	pgs
硼酸	pgsr
蓬松	pgss
碰碎	pgsv
烹调	pgtc
碰头	pgtb
捧着	pgve
膨胀	pgvh
烹制	pgvi
碰撞	pgvd
旁观者清	pgvq
烹煮	pgvu
刨根问底	pgwd
棚屋	pgwu
朋友	pgy
朋友	pgyb
捧走	pgz
棚子	pgzi
彭祖	pgzu
捧走	pgzb
排行榜	phb
旁白	phbl
旁边	phbm
磅礴	phbo
旁侧	phce
庞大	phda
胖墩	phdp
膀胱	phgd
旁观	phgr
旁顾	phgu
彷徨	phh
彷徨	phhd
旁出	phiu
旁及	phji
旁落	phlo
炮火连天	phlt
旁路	phlu
平衡木	phm
旁门	phmf
胖妞	phn
胖妞	phnq
胖胖	phph
旁人	phrf
庞然	phrj
旁听	pht
旁听	phty
滂沱	phto
旁通	phts
胖瘦	phub
旁证	phv
旁证	phvg
旁支	phvi
旁注	phvu
胖娃	phwa
破坏性	phx
旁系	phxi
螃蟹	phxx
庞杂	phza
胖仔	phzl
胖子	phzi
皮袄	piao
皮包	pibk
批办	pibj
皮鞭	pibm
批驳	pibo
疲惫	pibz
批次	pic
皮草	pick
皮层	picg
批次	pici
皮带	pidl
匹敌	pidi
皮蛋	pidj
屁颠	pidm
批斗	pidb
批发	pifa
披风	pifg
皮肤	pifu
皮夹	piga
批改	pigl
皮革	pige
屁股	pigu
披挂	pigw
癖好	pihk
皮黄	pihd
披红	pihs
屁话	pihw
皮厚	pihb
劈叉	piia
劈柴	piil
劈成	piig
皮尺	piii
皮筋	pijn
僻静	pijy
皮匠	pijd
披肩	pijm
啤酒	pijq
疲倦	pijr
皮具	piju
皮夹	pijw
劈开	pikl
批处理	pil
毗邻	piln
疲劳	pilk
霹雳	pili
批零	pily
批量	pild
毗连	pilm
劈裂	pilx
披露	pilu
纰漏	pilb
匹马	pima
皮毛	pimk
披靡	pimi
媲美	pimz
皮囊	pinh
睥睨	pini
琵琶	pipa
皮袍	pipk
皮皮	pipi
批判	pipj
批评	pipy
匹配	pipz
脾气	piq
脾气	piqi
皮球	piqq
疲软	pirr
譬如	piru
皮肉	pirb
披散	pisj
疲沓	pita
皮套	pitk
皮艇	pity
批条	pitc
劈头	pitb
批示	piui
砒霜	piud
披着	pive
皮疹	pivf
皮质	pivi
批注	pivu
批准	pivp
批文	piwf
鹏程万里	piwl
排除万难	piwn
脾胃	piwz
皮鞋	pix
脾性	pixy
皮箱	pixd
郫县	pixm
皮鞋	pixx
貔貅	pixq
皮靴	pixt
脾虚	pixu
皮下	pixw
辟谣	piyk
皮衣	piyi
皮炎	piyj
皮影	piyy
屁用	piys
批阅	piyt
批语	piyu
披在	piz
披在	pizl
脾脏	pizh
痞子	pizi
潘安	pjan
盘剥	pjbk
攀比	pjbi
叛兵	pjby
片甲不留	pjbl
叛变	pjbm
盘剥	pjbo
判别	pjbx
判词	pjc
判词	pjci
盘存	pjcp
盼到	pjdk
攀登	pjdg
叛党	pjdh
盘底	pjdi
判定	pjdy
盘点	pjdm
盘跌	pjdx
判断	pjdr
判读	pjdu
判罚	pjfa
攀附	pjfu
叛匪	pjfz
判官	pjg
攀高	pjgk
盘庚	pjgg
攀钢	pjgh
叛国	pjgo
判官	pjgr
盘古	pjgu
判给	pjgz
盘活	pjh
盘活	pjho
盘查	pjia
攀扯	pjie
盘缠	pjij
判处	pjiu
破镜重圆	pjiy
判决	pjj
盘结	pjjx
判决	pjjt
盘踞	pjju
叛军	pjjp
盘亏	pjk
盘亏	pjkv
破纪录	pjl
盼来	pjll
叛离	pjli
判令	pjly
叛乱	pjlr
破旧立新	pjlx
判明	pjmy
盘面	pjmm
叛逆	pjn
叛逆	pjni
盘弄	pjns
攀爬	pjpa
盼盼	pjpj
盘起	pjq
攀亲	pjqn
盘起	pjqi
盘绕	pjr
盘绕	pjrk
判若	pjro
盘算	pjs
盘算	pjsr
叛逃	pjtk
攀谈	pjtj
否极泰来	pjtl
叛徒	pjtu
盘腿	pjtv
盼头	pjtb
盘升	pju
攀升	pjug
攀上	pjuh
磐石	pjui
蹒跚	pjuj
盼着	pjve
盘整	pjvg
披荆斩棘	pjvj
披坚执锐	pjvr
盘中	pjvs
攀住	pjvu
盼望	pjw
盘问	pjwf
盼望	pjwh
判为	pjwz
普及型	pjx
盘膝	pjxi
判刑	pjxy
盘旋	pjxr
攀岩	pjy
攀高	pjyk
攀岩	pjyj
盘盈	pjyy
攀越	pjyt
番禺	pjyu
盘运	pjyp
盘在	pjzl
盘子	pjzi
盘坐	pjzo
叛贼	pjzz
平安	pyan
屏保	pybk
平白	pybl
屏蔽	pybi
平板	pybj
平辈	pybz
评测	pyce
平仓	pych
平等	pydg
平地	pydi
平淡	pydj
评定	pydy
评点	pydm
凭吊	pydc
评断	pydr
平凡	pyf
评分	pyff
屏风	pyfg
平方	pyfh
平凡	pyfj
平复	pyfu
苹果	pyg
瓶盖	pygl
平光	pygd
苹果	pygo
评估	pygu
平衡	pyh
平和	pyhe
平衡	pyhg
平缓	pyhr
平滑	pyhw
平常	pyi
平常	pyih
评出	pyiu
瓶颈	pyj
平津	pyjn
评级	pyji
平静	pyjy
评奖	pyjd
评鉴	pyjm
平角	pyjc
凭借	pyjx
评卷	pyjr
凭据	pyju
评价	pyjw
平均	pyjp
凭空	pyks
评论	pyl
评理	pyli
平路	pylu
评论	pylp
平民	pymn
平米	pymi
平面	pymm
屏幕	pymu
平媒	pymz
凭你	pyni
凭空捏造	pknz
评判	pyp
评聘	pypn
乒乓	pyph
评判	pypj
评评	pypy
平壤	pyrh
平日	pyri
皮开肉绽	pkrv
平素	pys
瓶塞	pysl
平素	pysu
凭他	pyta
平台	pytl
平躺	pyth
平坦	pytj
娉婷	pyty
平添	pytm
平头	pytb
凭啥	pyua
评审	pyuf
平生	pyug
评上	pyuh
平时	pyui
评说	pyuo
评述	pyuu
平顺	pyup
平手	pyub
凭证	pyv
凭着	pyve
凭证	pyvg
屏障	pyvh
平直	pyvi
瓶装	pyvd
评传	pyvr
评注	pyvu
平稳	pyw
平稳	pywf
平卧	pywo
评委	pywz
评选	pyx
平息	pyxi
平行	pyxy
评选	pyxr
平阳	pyyh
评议	pyyi
平原	pyyr
平庸	pyys
评阅	pyyt
评语	pyyu
评优	pyyb
瓶子	pyz
平仄	pyze
瓶子	pyzi
萍踪	pyzs
赔礼道歉	pldq
赔了夫人又折兵	plfb
攀龙附凤	plff
噼里啪啦	plpl
跑龙套	plt
泼冷水	plu
排列组合	plzh
偏爱	pma
偏爱	pmai
蓬门筚户	pmbh
偏不	pmbu
平民百姓	pmbx
骗财	pmcl
片段	pmd
偏大	pmda
骗到	pmdk
骗得	pmde
片段	pmdr
扑面而来	pmel
破门而入	pmer
篇幅	pmf
偏锋	pmfg
偏方	pmfh
篇幅	pmfu
偏高	pmg
偏高	pmgk
跑马观花	pmgh
骗过	pmgo
骗婚	pmhp
偏差	pmi
偏差	pmia
片酬	pmib
偏见	pmj
偏激	pmji
偏见	pmjm
骗局	pmju
片刻	pmk
片刻	pmke
偏离	pml
骗了	pmle
偏离	pmli
骗卖	pmml
偏门	pmmf
片面	pmmm
篇目	pmmu
骗你	pmni
偏南	pmnj
拍马屁	pmp
偏旁	pmph
偏僻	pmpi
偏偏	pmpm
偏颇	pmpo
贫民区	pmq
偏强	pmqd
骗钱	pmqm
偏巧	pmqc
骗取	pmqu
骗人	pmrf
翩然	pmrj
偏弱	pmro
骗入	pmru
偏私	pmsi
平面图	pmt
骗他	pmta
偏袒	pmtj
偏听	pmty
片头	pmtb
骗术	pmu
偏食	pmui
骗术	pmuu
骗税	pmuv
篇章	pmvh
偏执	pmvi
偏转	pmvr
偏重	pmvs
扁舟	pmvb
骗我	pmw
骈文	pmwf
骗我	pmwo
片尾	pmwz
片面性	pmx
偏心	pmxn
偏向	pmxd
翩跹	pmxm
偏移	pmy
偏要	pmyk
便宜	pmyi
片言	pmyj
偏远	pmyr
片约	pmyt
偏于	pmyu
旁门左道	pmzd
骗子	pmzi
骗走	pmzb
漂泊	pcb
漂白	pcbl
漂泊	pcbo
飘带	pcdl
飘荡	pcdh
飘动	pcds
嫖赌	pcdu
漂浮	pcf
票房	pcfh
漂浮	pcfu
飘过	pcgo
飘忽	pch
剽悍	pchj
飘红	pchs
飘忽	pchu
票汇	pchv
嫖娼	pcih
瓢虫	pcis
票据	pcj
飘进	pcjn
嫖妓	pcji
票据	pcju
票价	pcjw
嫖客	pcke
票款	pckr
漂亮	pcl
飘来	pcll
飘零	pcly
漂亮	pcld
飘落	pclo
漂流	pclq
飘满	pcmj
票面	pcmm
缥缈	pcmc
飘飘	pcp
飘萍	pcpy
飘飘	pcpc
瓢泼	pcpo
剽窃	pcq
飘起	pcqi
剽窃	pcqx
飘然	pcr
飘然	pcrj
飘柔	pcrb
飘洒	pcsa
飘散	pcsj
嫖宿	pcsu
票数	pcu
飘逝	pcui
票数	pcuu
飘着	pcv
飘着	pcve
飘坠	pcvv
票务	pcw
飘舞	pcwu
飘香	pcxd
飘雪	pcxt
飘逸	pcy
飘摇	pcyk
飘曳	pcye
飘扬	pcyh
飘移	pcyi
票源	pcyr
票友	pcyb
飘在	pcz
票子	pczi
破案	poa
破案	poan
破败	pobl
破冰	poby
破布	pobu
破财	poc
破财	pocl
叵测	poce
坡道	podk
颇得	pode
坡地	podi
颇多	podo
坡度	podu
泼妇	pof
颇丰	pofg
泼妇	pofu
破费	pofz
颇高	pogk
破格	poge
颇感	pogj
破罐	pogr
破瓜	pogw
破坏	poh
迫害	pohl
破坏	pohy
破获	poho
破产	poi
破车	poie
破产	poij
破船	poir
破除	poiu
迫近	pojn
迫降	pojd
破解	pojx
破旧	pojq
颇具	poju
婆家	pojw
破壳	poke
破空	poks
破口	pokb
泼辣	pola
破浪	polh
魄力	poli
破烂	polj
迫令	poly
破脸	polm
破落	polo
破裂	polx
破陋	polb
婆妈	poma
破门	pomf
破密	pomi
破庙	pomc
泼墨	pomo
破灭	pomx
婆母	pomu
颇能	pong
婆娘	pond
泼皮	popi
婆婆	popo
迫切	poq
迫切	poqx
迫人	porf
颇让	porh
破碎	pos
泼洒	posa
婆娑	poso
破碎	posv
破损	posp
破题	poti
迫使	poui
泼水	pouv
颇受	poub
破折	pove
破阵	povf
破绽	povj
破网	powh
破位	powz
婆媳	pox
婆媳	poxi
破相	poxd
破晓	poxc
破鞋	poxx
迫于	poy
鄱阳	poyh
破译	poyi
迫于	poyu
颇有	poyb
平平安安	ppaa
琵琶别抱	ppbb
偏旁部首	ppbu
平平淡淡	ppdd
瓢泼大雨	ppdy
翩翩公子	ppgz
平平静静	ppjj
瞥见	pxjm
撇开	pxk
撇开	pxkl
破破烂烂	ppll
婆婆妈妈	ppmm
噼噼啪啪	pppp
撇弃	pxqi
撇清	pxqy
撇去	pxqu
翩翩起舞	ppqw
飘飘然	ppr
普普通通	pptt
翩翩少年	ppun
平铺直叙	ppvx
匹配	pxw
撇下	pxx
撇下	pxxw
飘飘欲仙	ppyx
撇嘴	pxz
撇嘴	pxzv
旁敲侧击	pqcj
平起平坐	pqpz
喷气式	pqu
庞然大物	prdw
判若两人	prlr
皮肉之苦	prvk
旁若无人	prwr
怦然心动	prxd
判若云泥	pryn
蒲松龄	psl
滂沱大雨	ptdy
铺天盖地	ptgd
劈头盖脸	ptgl
蓬头垢面	ptgm
普通话	pth
破天荒	pthd
抛头露面	ptlm
品头论足	ptlz
普通人	ptr
披头散发	ptsf
葡萄糖	ptt
普天同庆	pttq
普陀山	ptu
破涕为笑	ptwx
排他性	ptx
葡萄牙	pty
扑鼻	pubi
普遍	pubm
瀑布	pubu
平时不烧香	pubx
扑打	puda
排山倒海	pudh
铺地	pudi
铺垫	pudm
浦东	puds
普度	pudu
普洱	pue
普洱	puer
普法	pufa
扑粉	puff
匍匐	pufu
铺盖	pugl
扑火	puh
扑火	puho
普查	pui
普查	puia
铺陈	puif
扑哧	puii
拍手称快	puik
铺床	puid
普及	puji
普降	pujd
扑救	pujq
铺开	pukl
扑克	puke
扑空	puks
铺路	pul
普罗	pulo
铺路	pulu
铺满	pumj
扑朔迷离	puml
铺面	pumm
铺排	pupl
铺平	pupy
婆说婆有理	pupl
谱曲	puq
铺砌	puqi
谱曲	puqu
仆人	purf
菩萨	pus
菩萨	pusa
朴素	pusu
葡萄	putk
扑腾	putg
菩提	puti
莆田	putm
普调	putc
普陀	puto
蒲团	putr
普通	puts
朴实	puu
扑杀	puua
曝晒	puul
铺设	puue
朴实	puui
蒲扇	puuj
普照	puv
普照	puvk
铺着	puve
铺张	puvh
朴质	puvi
葡文	puwf
朴实无华	puwh
铺位	puwz
谱写	pux
萍水相逢	puxf
谱系	puxi
扑向	puxd
普贤	puxm
谱写	puxx
普选	puxr
铺下	puxw
溥仪	puyi
璞玉	puyu
铺子	puzi
皮之不存	pvbc
破绽百出	pvbi
旁征博引	pvby
破折号	pvh
铺张浪费	pvlf
怕只怕	pvp
品种	pvs
抛砖引玉	pvyy
配备	pzb
赔本	pzbf
配比	pzbi
陪伴	pzbj
配备	pzbz
配菜	pzc
配菜	pzcl
配餐	pzcj
配搭	pzda
佩刀	pzdk
佩戴	pzdl
配电	pzdm
赔掉	pzdc
陪读	pzdu
配对	pzdv
配额	pzee
配发	pzfa
披风	pzfg
配方	pzfh
佩服	pzfu
配股	pzg
赔光	pzgd
沛公	pzgs
配股	pzgu
配给	pzgz
佩挂	pzgw
配购	pzgb
配合	pzh
配好	pzhk
配合	pzhe
陪护	pzhu
赔偿	pzi
陪衬	pzif
赔偿	pzih
陪床	pzid
配给	pzji
配件	pzjm
陪酒	pzjq
配角	pzjt
陪嫁	pzjw
陪考	pzkk
陪客	pzke
赔款	pzkr
赔了	pzl
赔了	pzle
赔礼	pzli
陪练	pzlm
配料	pzlc
赔率	pzlv
陪你	pzn
陪你	pzni
配偶	pzou
陪陪	pzp
陪陪	pzpz
赔钱	pzq
配齐	pzqi
赔钱	pzqm
配曲	pzqu
配色	pzse
配送	pzss
陪她	pzta
配套	pztk
胚胎	pztl
陪同	pzts
配图	pztu
陪审	pzuf
配上	pzuh
配饰	pzui
配售	pzub
配置	pzv
陪着	pzve
配置	pzvi
配装	pzvd
配种	pzvs
陪我	pzwo
培训	pzx
配戏	pzxi
陪笑	pzxc
培训	pzxp
胚芽	pzya
配音	pzyn
配药	pzyk
陪夜	pzye
培养	pzyh
配乐	pzyt
培育	pzyu
赔罪	pzz
陪葬	pzzh
赔罪	pzzv
披星戴月	pxdy
平心而论	pxel
品学兼优	pxjy
旁系亲属	pxqu
平行线	pxx
偏信则暗	pxza
疲于奔命	pybm
漂洋过海	pygh
鄱阳湖	pyh
拼音加加	pyjj
排忧解难	pyjn
平易近人	pyjr
聘用制	pyv
平庸之辈	pyvb
片言只语	pyvy
便宜无好货	pywh
疲于应付	pyyf
剖白	pbb
剖白	pbbl
剖腹	pbfu
剖开	pbk
剖开	pbkl
剖面	pbm
迫在眉睫	pzmj
剖面	pbmm
剖析	pbxi
亲爱的	qad
乞哀告怜	qagl
弃暗投明	qatm
亲爱	qna
亲爱	qnai
亲笔	qnbi
芹菜	qncl
钦赐	qnci
擒敌	qndi
禽蛋	qndj
钦定	qndy
钦点	qndm
侵夺	qndo
亲爹	qndx
穷兵黩武	qbdw
亲耳	qne
亲耳	qner
勤奋	qnff
侵犯	qnfj
亲夫	qnfu
敲边鼓	qbg
寝宫	qngs
岂不怪哉	qbgz
侵害	qnh
侵害	qnhl
亲和	qnhe
秦淮	qnhy
擒获	qnho
侵华	qnhw
秦朝	qnik
钦差	qnil
泣不成声	qbiu
亲近	qnjn
勤俭	qnjm
亲家	qnjw
勤恳	qnkf
勤快	qnky
岂不可笑	qbkx
亲口	qnkb
亲临	qnln
勤劳	qnlk
亲历	qnli
秦岭	qnly
勤练	qnlm
侵略	qnlt
禽类	qnlz
亲密	qnmi
钦命	qnmy
勤勉	qnmm
钦慕	qnmu
擒拿	qnna
亲昵	qnni
禽鸟	qnnc
钦佩	qnp
亲朋	qnpg
琴谱	qnpu
钦佩	qnpz
瞧不起	qbq
亲亲	qnqn
亲戚	qnqi
亲情	qnqy
秦腔	qnqd
亲切	qnqx
侵权	qnqr
侵扰	qnrk
亲热	qnre
亲人	qnrf
侵染	qnrj
侵入	qnru
琴瑟	qnse
亲随	qnsv
侵吞	qnt
侵吞	qntp
岂不是	qbu
亲身	qnuf
亲生	qnug
寝室	qnui
亲善	qnuj
亲率	qnuy
亲属	qnuu
禽兽	qnub
侵占	qnv
噙着	qnve
勤政	qnvg
侵占	qnvj
擒住	qnvu
亲吻	qnwf
亲王	qnwh
千变万化	qbwh
勤务	qnwu
亲信	qnxn
侵袭	qnxi
琴弦	qnxm
勤学	qnxt
亲眼	qny
浸淫	qnyn
亲眼	qnyj
祛病延年	qbyn
秦俑	qnys
勤于	qnyu
琴韵	qnyp
亲友	qnyb
亲自	qnz
勤杂	qnza
亲自	qnzi
情不自禁	qbzj
亲嘴	qnzv
擒贼	qnzz
强词夺理	qcdl
群策群力	qcql
遣词造句	qczj
裙带关系	qdgx
恰到好处	qdhi
情窦初开	qdik
枪打出头鸟	qdin
屈打成招	qdiv
拳打脚踢	qdjt
瞧得起	qdq
求大同	qdt
巧夺天工	qdtg
墙倒众人推	qdvt
千刀万剐	qdwg
千叮万嘱	qdwv
确定性	qdx
锲而不舍	qebu
取而代之	qedv
妻儿老小	qelx
千恩万谢	qewx
轻而易举	qeyj
千方百计	qfbj
棋逢对手	qfdu
情非得已	qfdy
前赴后继	qfhj
前俯后仰	qfhy
凄风苦雨	qfky
巧妇难为无米之炊	qfni
潜伏期	qfq
千夫所指	qfsv
秋风扫落叶	qfsy
千分之	qfv
切肤之痛	qfvt
千分之一	qfvy
全副武装	qfwv
确非易事	qfyu
穷光蛋	qgd
曲高和寡	qghg
强弓劲弩	qgjn
前功尽弃	qgjq
勤工俭学	qgjx
轻歌曼舞	qgmw
清官难断家务事	qgnu
倾国倾城	qgqi
